"species","Var1","calc","variable","value"
"SAAP","K","ID_T","G","SAAP5"
"SAAP","K","ID_T","H","SAAP9"
"SAAP","L","ID_T","E","SAAP11"
"SAAP","L","ID_T","F","SAAP15"
"SAAP","L","ID_T","G","SAAP5"
"SAAP","L","ID_T","H","SAAP7"
"SAAP","O","ID_T","E","SAAP11"
"SAAP","O","ID_T","F","SAAP15"
"SAAP","O","ID_T","G","SAAP3"
"SAAP","O","ID_T","H","SAAP5"
"SAAP","P","ID_T","E","SAAP10"
"SAAP","P","ID_T","F","SAAP5"
"SAAP","P","ID_T","G","SAAP7"
"SAAP","P","ID_T","H","SAAP9"
"SAAP","Q","ID_T","E","SAAP10"
"SAAP","Q","ID_T","F","SAAP3"
"SAAP","Q","ID_T","G","SAAP7"
"SAAP","Q","ID_T","H","SAAP9"
"SAAP","R","ID_T","E","SAAP10"
"SAAP","R","ID_T","F","SAAP3"
"SAAP","R","ID_T","G","SAAP5"
"SAAP","R","ID_T","H","SAAP9"
"SAAP","S","ID_T","E","SAAP10"
"SAAP","S","ID_T","F","SAAP3"
"SAAP","S","ID_T","G","SAAP5"
"SAAP","S","ID_T","H","SAAP7"
"SAAP","T","ID_T","E","SAAP10"
"SAAP","T","ID_T","F","SAAP15"
"SAAP","T","ID_T","G","SAAP7"
"SAAP","T","ID_T","H","SAAP9"
"SAAP","U","ID_T","E","SAAP10"
"SAAP","U","ID_T","F","SAAP15"
"SAAP","U","ID_T","G","SAAP5"
"SAAP","U","ID_T","H","SAAP9"
"SAAP","V","ID_T","E","SAAP10"
"SAAP","V","ID_T","F","SAAP15"
"SAAP","V","ID_T","G","SAAP5"
"SAAP","V","ID_T","H","SAAP7"
"SAAP","W","ID_T","E","SAAP10"
"SAAP","W","ID_T","F","SAAP15"
"SAAP","W","ID_T","G","SAAP3"
"SAAP","W","ID_T","H","SAAP9"
"SAAP","X","ID_T","E","SAAP10"
"SAAP","X","ID_T","F","SAAP15"
"SAAP","X","ID_T","G","SAAP3"
"SAAP","X","ID_T","H","SAAP7"
"SAAP","Y","ID_T","E","SAAP10"
"SAAP","Y","ID_T","F","SAAP15"
"SAAP","Y","ID_T","G","SAAP3"
"SAAP","Y","ID_T","H","SAAP5"
"SAAP","Z","ID_T","E","SAAP10"
"SAAP","Z","ID_T","F","SAAP11"
"SAAP","Z","ID_T","G","SAAP7"
"SAAP","Z","ID_T","H","SAAP9"
"SAAP","A1","ID_T","E","SAAP10"
"SAAP","A1","ID_T","F","SAAP11"
"SAAP","A1","ID_T","G","SAAP5"
"SAAP","A1","ID_T","H","SAAP9"
"SAAP","B1","ID_T","E","SAAP10"
"SAAP","B1","ID_T","F","SAAP11"
"SAAP","B1","ID_T","G","SAAP5"
"SAAP","B1","ID_T","H","SAAP7"
"SAAP","C1","ID_T","E","SAAP10"
"SAAP","C1","ID_T","F","SAAP11"
"SAAP","C1","ID_T","G","SAAP3"
"SAAP","C1","ID_T","H","SAAP9"
"SAAP","E1","ID_T","E","SAAP10"
"SAAP","E1","ID_T","F","SAAP11"
"SAAP","E1","ID_T","G","SAAP3"
"SAAP","E1","ID_T","H","SAAP5"
"SAAP","F1","ID_T","E","SAAP10"
"SAAP","F1","ID_T","F","SAAP11"
"SAAP","F1","ID_T","G","SAAP15"
"SAAP","F1","ID_T","H","SAAP9"
"SAAP","G1","ID_T","E","SAAP10"
"SAAP","G1","ID_T","F","SAAP11"
"SAAP","G1","ID_T","G","SAAP15"
"SAAP","G1","ID_T","H","SAAP7"
"SAAP","H1","ID_T","E","SAAP10"
"SAAP","H1","ID_T","F","SAAP11"
"SAAP","H1","ID_T","G","SAAP15"
"SAAP","H1","ID_T","H","SAAP5"
"SAAP","I1","ID_T","E","SAAP10"
"SAAP","I1","ID_T","F","SAAP11"
"SAAP","I1","ID_T","G","SAAP15"
"SAAP","I1","ID_T","H","SAAP3"
"SAAP","J1","ID_T","E","SAAP1"
"SAAP","J1","ID_T","F","SAAP5"
"SAAP","J1","ID_T","G","SAAP7"
"SAAP","J1","ID_T","H","SAAP9"
"SAAP","K1","ID_T","E","SAAP1"
"SAAP","K1","ID_T","F","SAAP3"
"SAAP","K1","ID_T","G","SAAP7"
"SAAP","K1","ID_T","H","SAAP9"
"SAAP","L1","ID_T","E","SAAP1"
"SAAP","L1","ID_T","F","SAAP3"
"SAAP","L1","ID_T","G","SAAP5"
"SAAP","L1","ID_T","H","SAAP9"
"SAAP","M1","ID_T","E","SAAP1"
"SAAP","M1","ID_T","F","SAAP3"
"SAAP","M1","ID_T","G","SAAP5"
"SAAP","M1","ID_T","H","SAAP7"
"SAAP","N1","ID_T","E","SAAP1"
"SAAP","N1","ID_T","F","SAAP15"
"SAAP","N1","ID_T","G","SAAP7"
"SAAP","N1","ID_T","H","SAAP9"
"SAAP","O1","ID_T","E","SAAP1"
"SAAP","O1","ID_T","F","SAAP15"
"SAAP","O1","ID_T","G","SAAP5"
"SAAP","O1","ID_T","H","SAAP9"
"SAAP","P1","ID_T","E","SAAP1"
"SAAP","P1","ID_T","F","SAAP15"
"SAAP","P1","ID_T","G","SAAP5"
"SAAP","P1","ID_T","H","SAAP7"
"SAAP","Q1","ID_T","E","SAAP1"
"SAAP","Q1","ID_T","F","SAAP15"
"SAAP","Q1","ID_T","G","SAAP3"
"SAAP","Q1","ID_T","H","SAAP9"
"SAAP","R1","ID_T","E","SAAP1"
"SAAP","R1","ID_T","F","SAAP15"
"SAAP","R1","ID_T","G","SAAP3"
"SAAP","R1","ID_T","H","SAAP7"
"SAAP","S1","ID_T","E","SAAP1"
"SAAP","S1","ID_T","F","SAAP15"
"SAAP","S1","ID_T","G","SAAP3"
"SAAP","S1","ID_T","H","SAAP5"
"SAAP","T1","ID_T","E","SAAP1"
"SAAP","T1","ID_T","F","SAAP11"
"SAAP","T1","ID_T","G","SAAP7"
"SAAP","T1","ID_T","H","SAAP9"
"SAAP","U1","ID_T","E","SAAP1"
"SAAP","U1","ID_T","F","SAAP11"
"SAAP","U1","ID_T","G","SAAP5"
"SAAP","U1","ID_T","H","SAAP9"
"SAAP","V1","ID_T","E","SAAP1"
"SAAP","V1","ID_T","F","SAAP11"
"SAAP","V1","ID_T","G","SAAP5"
"SAAP","V1","ID_T","H","SAAP7"
"SAAP","W1","ID_T","E","SAAP1"
"SAAP","W1","ID_T","F","SAAP11"
"SAAP","W1","ID_T","G","SAAP3"
"SAAP","W1","ID_T","H","SAAP9"
"SAAP","Y1","ID_T","E","SAAP1"
"SAAP","Y1","ID_T","F","SAAP11"
"SAAP","Y1","ID_T","G","SAAP3"
"SAAP","Y1","ID_T","H","SAAP5"
"SAAP","Z1","ID_T","E","SAAP1"
"SAAP","Z1","ID_T","F","SAAP11"
"SAAP","Z1","ID_T","G","SAAP15"
"SAAP","Z1","ID_T","H","SAAP9"
"SAAP","A2","ID_T","E","SAAP1"
"SAAP","A2","ID_T","F","SAAP11"
"SAAP","A2","ID_T","G","SAAP15"
"SAAP","A2","ID_T","H","SAAP7"
"SAAP","B2","ID_T","E","SAAP1"
"SAAP","B2","ID_T","F","SAAP11"
"SAAP","B2","ID_T","G","SAAP15"
"SAAP","B2","ID_T","H","SAAP5"
"SAAP","C2","ID_T","E","SAAP1"
"SAAP","C2","ID_T","F","SAAP11"
"SAAP","C2","ID_T","G","SAAP15"
"SAAP","C2","ID_T","H","SAAP3"
"SAAP","D2","ID_T","E","SAAP1"
"SAAP","D2","ID_T","F","SAAP10"
"SAAP","D2","ID_T","G","SAAP7"
"SAAP","D2","ID_T","H","SAAP9"
"SAAP","E2","ID_T","E","SAAP1"
"SAAP","E2","ID_T","F","SAAP10"
"SAAP","E2","ID_T","G","SAAP5"
"SAAP","E2","ID_T","H","SAAP9"
"SAAP","F2","ID_T","E","SAAP1"
"SAAP","F2","ID_T","F","SAAP10"
"SAAP","F2","ID_T","G","SAAP5"
"SAAP","F2","ID_T","H","SAAP7"
"SAAP","G2","ID_T","E","SAAP1"
"SAAP","G2","ID_T","F","SAAP10"
"SAAP","G2","ID_T","G","SAAP3"
"SAAP","G2","ID_T","H","SAAP9"
"SAAP","H2","ID_T","E","SAAP1"
"SAAP","H2","ID_T","F","SAAP10"
"SAAP","H2","ID_T","G","SAAP3"
"SAAP","H2","ID_T","H","SAAP7"
"SAAP","I2","ID_T","E","SAAP1"
"SAAP","I2","ID_T","F","SAAP10"
"SAAP","I2","ID_T","G","SAAP3"
"SAAP","I2","ID_T","H","SAAP5"
"SAAP","J2","ID_T","E","SAAP1"
"SAAP","J2","ID_T","F","SAAP10"
"SAAP","J2","ID_T","G","SAAP15"
"SAAP","J2","ID_T","H","SAAP9"
"SAAP","K2","ID_T","E","SAAP1"
"SAAP","K2","ID_T","F","SAAP10"
"SAAP","K2","ID_T","G","SAAP15"
"SAAP","K2","ID_T","H","SAAP7"
"SAAP","L2","ID_T","E","SAAP1"
"SAAP","L2","ID_T","F","SAAP10"
"SAAP","L2","ID_T","G","SAAP15"
"SAAP","L2","ID_T","H","SAAP5"
"SAAP","M2","ID_T","E","SAAP1"
"SAAP","M2","ID_T","F","SAAP10"
"SAAP","M2","ID_T","G","SAAP15"
"SAAP","M2","ID_T","H","SAAP3"
"SAAP","N2","ID_T","E","SAAP1"
"SAAP","N2","ID_T","F","SAAP10"
"SAAP","N2","ID_T","G","SAAP11"
"SAAP","N2","ID_T","H","SAAP9"
"SAAP","O2","ID_T","E","SAAP1"
"SAAP","O2","ID_T","F","SAAP10"
"SAAP","O2","ID_T","G","SAAP11"
"SAAP","O2","ID_T","H","SAAP7"
"SAAP","P2","ID_T","E","SAAP1"
"SAAP","P2","ID_T","F","SAAP10"
"SAAP","P2","ID_T","G","SAAP11"
"SAAP","P2","ID_T","H","SAAP5"
"SAAP","Q2","ID_T","E","SAAP1"
"SAAP","Q2","ID_T","F","SAAP10"
"SAAP","Q2","ID_T","G","SAAP11"
"SAAP","Q2","ID_T","H","SAAP3"
"SAAP","R2","ID_T","E","SAAP1"
"SAAP","R2","ID_T","F","SAAP10"
"SAAP","R2","ID_T","G","SAAP11"
"SAAP","R2","ID_T","H","SAAP15"
"SAME","A","ID_T","E","SAME3"
"SAME","A","ID_T","F","SAME4"
"SAME","A","ID_T","G","SAME5"
"SAME","A","ID_T","H","SAME7"
"SAME","B","ID_T","E","SAME14"
"SAME","B","ID_T","F","SAME4"
"SAME","B","ID_T","G","SAME5"
"SAME","B","ID_T","H","SAME7"
"SAME","C","ID_T","E","SAME14"
"SAME","C","ID_T","F","SAME3"
"SAME","C","ID_T","G","SAME5"
"SAME","C","ID_T","H","SAME7"
"SAME","D","ID_T","E","SAME14"
"SAME","D","ID_T","F","SAME3"
"SAME","D","ID_T","G","SAME4"
"SAME","D","ID_T","H","SAME7"
"SAME","E","ID_T","E","SAME14"
"SAME","E","ID_T","F","SAME3"
"SAME","E","ID_T","G","SAME4"
"SAME","E","ID_T","H","SAME5"
"SAME","F","ID_T","E","SAME12"
"SAME","F","ID_T","F","SAME4"
"SAME","F","ID_T","G","SAME5"
"SAME","F","ID_T","H","SAME7"
"SAME","G","ID_T","E","SAME12"
"SAME","G","ID_T","F","SAME3"
"SAME","G","ID_T","G","SAME5"
"SAME","G","ID_T","H","SAME7"
"SAME","H","ID_T","E","SAME12"
"SAME","H","ID_T","F","SAME3"
"SAME","H","ID_T","G","SAME4"
"SAME","H","ID_T","H","SAME7"
"SAME","I","ID_T","E","SAME12"
"SAME","I","ID_T","F","SAME3"
"SAME","I","ID_T","G","SAME4"
"SAME","I","ID_T","H","SAME5"
"SAME","J","ID_T","E","SAME12"
"SAME","J","ID_T","F","SAME14"
"SAME","J","ID_T","G","SAME5"
"SAME","J","ID_T","H","SAME7"
"SAME","K","ID_T","E","SAME12"
"SAME","K","ID_T","F","SAME14"
"SAME","K","ID_T","G","SAME4"
"SAME","K","ID_T","H","SAME7"
"SAME","M","ID_T","E","SAME12"
"SAME","M","ID_T","F","SAME14"
"SAME","M","ID_T","G","SAME3"
"SAME","M","ID_T","H","SAME7"
"SAME","N","ID_T","E","SAME12"
"SAME","N","ID_T","F","SAME14"
"SAME","N","ID_T","G","SAME3"
"SAME","N","ID_T","H","SAME5"
"SAME","O","ID_T","E","SAME12"
"SAME","O","ID_T","F","SAME14"
"SAME","O","ID_T","G","SAME3"
"SAME","O","ID_T","H","SAME4"
"SAME","P","ID_T","E","SAME10"
"SAME","P","ID_T","F","SAME4"
"SAME","P","ID_T","G","SAME5"
"SAME","P","ID_T","H","SAME7"
"SAME","Q","ID_T","E","SAME10"
"SAME","Q","ID_T","F","SAME3"
"SAME","Q","ID_T","G","SAME5"
"SAME","Q","ID_T","H","SAME7"
"SAME","R","ID_T","E","SAME10"
"SAME","R","ID_T","F","SAME3"
"SAME","R","ID_T","G","SAME4"
"SAME","R","ID_T","H","SAME7"
"SAME","S","ID_T","E","SAME10"
"SAME","S","ID_T","F","SAME3"
"SAME","S","ID_T","G","SAME4"
"SAME","S","ID_T","H","SAME5"
"SAME","T","ID_T","E","SAME10"
"SAME","T","ID_T","F","SAME14"
"SAME","T","ID_T","G","SAME5"
"SAME","T","ID_T","H","SAME7"
"SAME","U","ID_T","E","SAME10"
"SAME","U","ID_T","F","SAME14"
"SAME","U","ID_T","G","SAME4"
"SAME","U","ID_T","H","SAME7"
"SAME","V","ID_T","E","SAME10"
"SAME","V","ID_T","F","SAME14"
"SAME","V","ID_T","G","SAME4"
"SAME","V","ID_T","H","SAME5"
"SAME","W","ID_T","E","SAME10"
"SAME","W","ID_T","F","SAME14"
"SAME","W","ID_T","G","SAME3"
"SAME","W","ID_T","H","SAME7"
"SAME","X","ID_T","E","SAME10"
"SAME","X","ID_T","F","SAME14"
"SAME","X","ID_T","G","SAME3"
"SAME","X","ID_T","H","SAME5"
"SAME","Y","ID_T","E","SAME10"
"SAME","Y","ID_T","F","SAME14"
"SAME","Y","ID_T","G","SAME3"
"SAME","Y","ID_T","H","SAME4"
"SAME","Z","ID_T","E","SAME10"
"SAME","Z","ID_T","F","SAME12"
"SAME","Z","ID_T","G","SAME5"
"SAME","Z","ID_T","H","SAME7"
"SAME","A1","ID_T","E","SAME10"
"SAME","A1","ID_T","F","SAME12"
"SAME","A1","ID_T","G","SAME4"
"SAME","A1","ID_T","H","SAME7"
"SAME","B1","ID_T","E","SAME10"
"SAME","B1","ID_T","F","SAME12"
"SAME","B1","ID_T","G","SAME4"
"SAME","B1","ID_T","H","SAME5"
"SAME","C1","ID_T","E","SAME10"
"SAME","C1","ID_T","F","SAME12"
"SAME","C1","ID_T","G","SAME3"
"SAME","C1","ID_T","H","SAME7"
"SAME","D1","ID_T","E","SAME10"
"SAME","D1","ID_T","F","SAME12"
"SAME","D1","ID_T","G","SAME3"
"SAME","D1","ID_T","H","SAME5"
"SAME","E1","ID_T","E","SAME10"
"SAME","E1","ID_T","F","SAME12"
"SAME","E1","ID_T","G","SAME3"
"SAME","E1","ID_T","H","SAME4"
"SAME","F1","ID_T","E","SAME10"
"SAME","F1","ID_T","F","SAME12"
"SAME","F1","ID_T","G","SAME14"
"SAME","F1","ID_T","H","SAME7"
"SAME","G1","ID_T","E","SAME10"
"SAME","G1","ID_T","F","SAME12"
"SAME","G1","ID_T","G","SAME14"
"SAME","G1","ID_T","H","SAME5"
"SAME","H1","ID_T","E","SAME10"
"SAME","H1","ID_T","F","SAME12"
"SAME","H1","ID_T","G","SAME14"
"SAME","H1","ID_T","H","SAME4"
"SAME","I1","ID_T","E","SAME10"
"SAME","I1","ID_T","F","SAME12"
"SAME","I1","ID_T","G","SAME14"
"SAME","I1","ID_T","H","SAME3"
"SAME","J1","ID_T","E","SAME1"
"SAME","J1","ID_T","F","SAME4"
"SAME","J1","ID_T","G","SAME5"
"SAME","J1","ID_T","H","SAME7"
"SAME","K1","ID_T","E","SAME1"
"SAME","K1","ID_T","F","SAME3"
"SAME","K1","ID_T","G","SAME5"
"SAME","K1","ID_T","H","SAME7"
"SAME","L1","ID_T","E","SAME1"
"SAME","L1","ID_T","F","SAME3"
"SAME","L1","ID_T","G","SAME4"
"SAME","L1","ID_T","H","SAME7"
"SAME","M1","ID_T","E","SAME1"
"SAME","M1","ID_T","F","SAME3"
"SAME","M1","ID_T","G","SAME4"
"SAME","M1","ID_T","H","SAME5"
"SAME","N1","ID_T","E","SAME1"
"SAME","N1","ID_T","F","SAME14"
"SAME","N1","ID_T","G","SAME5"
"SAME","N1","ID_T","H","SAME7"
"SAME","O1","ID_T","E","SAME1"
"SAME","O1","ID_T","F","SAME14"
"SAME","O1","ID_T","G","SAME4"
"SAME","O1","ID_T","H","SAME7"
"SAME","Q1","ID_T","E","SAME1"
"SAME","Q1","ID_T","F","SAME14"
"SAME","Q1","ID_T","G","SAME3"
"SAME","Q1","ID_T","H","SAME7"
"SAME","S1","ID_T","E","SAME1"
"SAME","S1","ID_T","F","SAME14"
"SAME","S1","ID_T","G","SAME3"
"SAME","S1","ID_T","H","SAME4"
"SAME","T1","ID_T","E","SAME1"
"SAME","T1","ID_T","F","SAME12"
"SAME","T1","ID_T","G","SAME5"
"SAME","T1","ID_T","H","SAME7"
"SAME","U1","ID_T","E","SAME1"
"SAME","U1","ID_T","F","SAME12"
"SAME","U1","ID_T","G","SAME4"
"SAME","U1","ID_T","H","SAME7"
"SAME","W1","ID_T","E","SAME1"
"SAME","W1","ID_T","F","SAME12"
"SAME","W1","ID_T","G","SAME3"
"SAME","W1","ID_T","H","SAME7"
"SAME","X1","ID_T","E","SAME1"
"SAME","X1","ID_T","F","SAME12"
"SAME","X1","ID_T","G","SAME3"
"SAME","X1","ID_T","H","SAME5"
"SAME","Y1","ID_T","E","SAME1"
"SAME","Y1","ID_T","F","SAME12"
"SAME","Y1","ID_T","G","SAME3"
"SAME","Y1","ID_T","H","SAME4"
"SAME","Z1","ID_T","E","SAME1"
"SAME","Z1","ID_T","F","SAME12"
"SAME","Z1","ID_T","G","SAME14"
"SAME","Z1","ID_T","H","SAME7"
"SAME","C2","ID_T","E","SAME1"
"SAME","C2","ID_T","F","SAME12"
"SAME","C2","ID_T","G","SAME14"
"SAME","C2","ID_T","H","SAME3"
"SAME","D2","ID_T","E","SAME1"
"SAME","D2","ID_T","F","SAME10"
"SAME","D2","ID_T","G","SAME5"
"SAME","D2","ID_T","H","SAME7"
"SAME","E2","ID_T","E","SAME1"
"SAME","E2","ID_T","F","SAME10"
"SAME","E2","ID_T","G","SAME4"
"SAME","E2","ID_T","H","SAME7"
"SAME","F2","ID_T","E","SAME1"
"SAME","F2","ID_T","F","SAME10"
"SAME","F2","ID_T","G","SAME4"
"SAME","F2","ID_T","H","SAME5"
"SAME","G2","ID_T","E","SAME1"
"SAME","G2","ID_T","F","SAME10"
"SAME","G2","ID_T","G","SAME3"
"SAME","G2","ID_T","H","SAME7"
"SAME","H2","ID_T","E","SAME1"
"SAME","H2","ID_T","F","SAME10"
"SAME","H2","ID_T","G","SAME3"
"SAME","H2","ID_T","H","SAME5"
"SAME","I2","ID_T","E","SAME1"
"SAME","I2","ID_T","F","SAME10"
"SAME","I2","ID_T","G","SAME3"
"SAME","I2","ID_T","H","SAME4"
"SAME","J2","ID_T","E","SAME1"
"SAME","J2","ID_T","F","SAME10"
"SAME","J2","ID_T","G","SAME14"
"SAME","J2","ID_T","H","SAME7"
"SAME","K2","ID_T","E","SAME1"
"SAME","K2","ID_T","F","SAME10"
"SAME","K2","ID_T","G","SAME14"
"SAME","K2","ID_T","H","SAME5"
"SAME","L2","ID_T","E","SAME1"
"SAME","L2","ID_T","F","SAME10"
"SAME","L2","ID_T","G","SAME14"
"SAME","L2","ID_T","H","SAME4"
"SAME","M2","ID_T","E","SAME1"
"SAME","M2","ID_T","F","SAME10"
"SAME","M2","ID_T","G","SAME14"
"SAME","M2","ID_T","H","SAME3"
"SAME","N2","ID_T","E","SAME1"
"SAME","N2","ID_T","F","SAME10"
"SAME","N2","ID_T","G","SAME12"
"SAME","N2","ID_T","H","SAME7"
"SAME","O2","ID_T","E","SAME1"
"SAME","O2","ID_T","F","SAME10"
"SAME","O2","ID_T","G","SAME12"
"SAME","O2","ID_T","H","SAME5"
"SAME","P2","ID_T","E","SAME1"
"SAME","P2","ID_T","F","SAME10"
"SAME","P2","ID_T","G","SAME12"
"SAME","P2","ID_T","H","SAME4"
"SAME","Q2","ID_T","E","SAME1"
"SAME","Q2","ID_T","F","SAME10"
"SAME","Q2","ID_T","G","SAME12"
"SAME","Q2","ID_T","H","SAME3"
"SAME","R2","ID_T","E","SAME1"
"SAME","R2","ID_T","F","SAME10"
"SAME","R2","ID_T","G","SAME12"
"SAME","R2","ID_T","H","SAME14"
