"species","Var1","calc","variable","value"
"ISME","K2","DD","B","ISME5"
"ISME","L2","DD","B","ISME5"
"ISME","M2","DD","B","ISME6"
"ISME","N2","DD","B","ISME5"
"ISME","O2","DD","B","ISME5"
"ISME","P2","DD","B","ISME5"
"ISME","Q2","DD","B","ISME6"
"ISME","R2","DD","B","ISME6"
"LUAL","A","DD","B","LUAL10"
"LUAL","B","DD","B","LUAL10"
"LUAL","C","DD","B","LUAL10"
"LUAL","D","DD","B","LUAL10"
"LUAL","E","DD","B","LUAL10"
"LUAL","F","DD","B","LUAL10"
"LUAL","G","DD","B","LUAL10"
"LUAL","H","DD","B","LUAL10"
"LUAL","I","DD","B","LUAL10"
"LUAL","J","DD","B","LUAL10"
"LUAL","K","DD","B","LUAL10"
"LUAL","L","DD","B","LUAL10"
"LUAL","M","DD","B","LUAL10"
"LUAL","N","DD","B","LUAL10"
"LUAL","O","DD","B","LUAL10"
"LUAL","P","DD","B","LUAL11"
"LUAL","Q","DD","B","LUAL11"
"LUAL","R","DD","B","LUAL11"
"LUAL","S","DD","B","LUAL11"
"LUAL","T","DD","B","LUAL11"
"LUAL","U","DD","B","LUAL11"
"LUAL","V","DD","B","LUAL11"
"LUAL","W","DD","B","LUAL11"
"LUAL","X","DD","B","LUAL11"
"LUAL","Y","DD","B","LUAL11"
"LUAL","Z","DD","B","LUAL12"
"LUAL","A1","DD","B","LUAL12"
"LUAL","B1","DD","B","LUAL12"
"LUAL","C1","DD","B","LUAL12"
"LUAL","D1","DD","B","LUAL12"
"LUAL","E1","DD","B","LUAL12"
"LUAL","F1","DD","B","LUAL13"
"LUAL","G1","DD","B","LUAL13"
"LUAL","H1","DD","B","LUAL13"
"LUAL","I1","DD","B","LUAL4"
"LUAL","J1","DD","B","LUAL11"
"LUAL","K1","DD","B","LUAL11"
"LUAL","L1","DD","B","LUAL11"
"LUAL","M1","DD","B","LUAL11"
"LUAL","N1","DD","B","LUAL11"
"LUAL","O1","DD","B","LUAL11"
"LUAL","P1","DD","B","LUAL11"
"LUAL","Q1","DD","B","LUAL11"
"LUAL","R1","DD","B","LUAL11"
"LUAL","S1","DD","B","LUAL11"
"LUAL","U1","DD","B","LUAL12"
"LUAL","V1","DD","B","LUAL12"
"LUAL","Y1","DD","B","LUAL12"
"LUAL","B2","DD","B","LUAL13"
"LUAL","D2","DD","B","LUAL12"
"LUAL","E2","DD","B","LUAL12"
"LUAL","F2","DD","B","LUAL12"
"LUAL","G2","DD","B","LUAL12"
"LUAL","H2","DD","B","LUAL12"
"LUAL","I2","DD","B","LUAL12"
"LUAL","J2","DD","B","LUAL13"
"LUAL","K2","DD","B","LUAL13"
"LUAL","L2","DD","B","LUAL13"
"LUAL","M2","DD","B","LUAL4"
"LUAL","N2","DD","B","LUAL13"
"LUAL","O2","DD","B","LUAL13"
"LUAL","P2","DD","B","LUAL13"
"LUAL","R2","DD","B","LUAL4"
"SAAP","A","DD","B","SAAP10"
"SAAP","B","DD","B","SAAP10"
"SAAP","C","DD","B","SAAP10"
"SAAP","D","DD","B","SAAP10"
"SAAP","E","DD","B","SAAP10"
"SAAP","F","DD","B","SAAP10"
"SAAP","H","DD","B","SAAP10"
"SAAP","I","DD","B","SAAP10"
"SAAP","K","DD","B","SAAP10"
"SAAP","L","DD","B","SAAP10"
"SAAP","O","DD","B","SAAP10"
"SAAP","P","DD","B","SAAP11"
"SAAP","Q","DD","B","SAAP11"
"SAAP","R","DD","B","SAAP11"
"SAAP","S","DD","B","SAAP11"
"SAAP","T","DD","B","SAAP11"
"SAAP","U","DD","B","SAAP11"
"SAAP","V","DD","B","SAAP11"
"SAAP","W","DD","B","SAAP11"
"SAAP","X","DD","B","SAAP11"
"SAAP","Y","DD","B","SAAP11"
"SAAP","Z","DD","B","SAAP15"
"SAAP","A1","DD","B","SAAP15"
"SAAP","B1","DD","B","SAAP15"
"SAAP","C1","DD","B","SAAP15"
"SAAP","E1","DD","B","SAAP15"
"SAAP","F1","DD","B","SAAP3"
"SAAP","G1","DD","B","SAAP3"
"SAAP","H1","DD","B","SAAP3"
"SAAP","I1","DD","B","SAAP5"
"SAAP","J1","DD","B","SAAP11"
"SAAP","K1","DD","B","SAAP11"
"SAAP","L1","DD","B","SAAP11"
"SAAP","M1","DD","B","SAAP11"
"SAAP","N1","DD","B","SAAP11"
"SAAP","O1","DD","B","SAAP11"
"SAAP","P1","DD","B","SAAP11"
"SAAP","Q1","DD","B","SAAP11"
"SAAP","R1","DD","B","SAAP11"
"SAAP","S1","DD","B","SAAP11"
"SAAP","T1","DD","B","SAAP15"
"SAAP","U1","DD","B","SAAP15"
"SAAP","V1","DD","B","SAAP15"
"SAAP","W1","DD","B","SAAP15"
"SAAP","Y1","DD","B","SAAP15"
"SAAP","Z1","DD","B","SAAP3"
"SAAP","A2","DD","B","SAAP3"
"SAAP","B2","DD","B","SAAP3"
"SAAP","C2","DD","B","SAAP5"
"SAAP","D2","DD","B","SAAP15"
"SAAP","E2","DD","B","SAAP15"
"SAAP","F2","DD","B","SAAP15"
"SAAP","G2","DD","B","SAAP15"
"SAAP","H2","DD","B","SAAP15"
"SAAP","I2","DD","B","SAAP15"
"SAAP","J2","DD","B","SAAP3"
"SAAP","K2","DD","B","SAAP3"
"SAAP","L2","DD","B","SAAP3"
"SAAP","M2","DD","B","SAAP5"
"SAAP","N2","DD","B","SAAP3"
"SAAP","O2","DD","B","SAAP3"
"SAAP","P2","DD","B","SAAP3"
"SAAP","Q2","DD","B","SAAP5"
"SAAP","R2","DD","B","SAAP5"
"SAME","A","DD","B","SAME10"
"SAME","B","DD","B","SAME10"
"SAME","C","DD","B","SAME10"
"SAME","D","DD","B","SAME10"
"SAME","E","DD","B","SAME10"
"SAME","F","DD","B","SAME10"
"SAME","G","DD","B","SAME10"
"SAME","H","DD","B","SAME10"
"SAME","I","DD","B","SAME10"
"SAME","J","DD","B","SAME10"
"SAME","K","DD","B","SAME10"
"SAME","M","DD","B","SAME10"
"SAME","N","DD","B","SAME10"
"SAME","O","DD","B","SAME10"
"SAME","P","DD","B","SAME12"
"SAME","Q","DD","B","SAME12"
"SAME","R","DD","B","SAME12"
"SAME","S","DD","B","SAME12"
"SAME","T","DD","B","SAME12"
"SAME","U","DD","B","SAME12"
"SAME","V","DD","B","SAME12"
"SAME","W","DD","B","SAME12"
"SAME","X","DD","B","SAME12"
"SAME","Y","DD","B","SAME12"
"SAME","Z","DD","B","SAME14"
"SAME","A1","DD","B","SAME14"
"SAME","B1","DD","B","SAME14"
"SAME","C1","DD","B","SAME14"
"SAME","D1","DD","B","SAME14"
"SAME","E1","DD","B","SAME14"
"SAME","F1","DD","B","SAME3"
"SAME","G1","DD","B","SAME3"
"SAME","H1","DD","B","SAME3"
"SAME","I1","DD","B","SAME4"
"SAME","J1","DD","B","SAME12"
"SAME","K1","DD","B","SAME12"
"SAME","L1","DD","B","SAME12"
"SAME","M1","DD","B","SAME12"
"SAME","N1","DD","B","SAME12"
"SAME","O1","DD","B","SAME12"
"SAME","Q1","DD","B","SAME12"
"SAME","S1","DD","B","SAME12"
"SAME","T1","DD","B","SAME14"
"SAME","U1","DD","B","SAME14"
"SAME","W1","DD","B","SAME14"
"SAME","X1","DD","B","SAME14"
"SAME","Y1","DD","B","SAME14"
"SAME","Z1","DD","B","SAME3"
"SAME","C2","DD","B","SAME4"
"SAME","D2","DD","B","SAME14"
"SAME","E2","DD","B","SAME14"
"SAME","F2","DD","B","SAME14"
"SAME","G2","DD","B","SAME14"
"SAME","H2","DD","B","SAME14"
"SAME","I2","DD","B","SAME14"
"SAME","J2","DD","B","SAME3"
"SAME","K2","DD","B","SAME3"
"SAME","L2","DD","B","SAME3"
"SAME","M2","DD","B","SAME4"
"SAME","N2","DD","B","SAME3"
"SAME","O2","DD","B","SAME3"
"SAME","P2","DD","B","SAME3"
"SAME","Q2","DD","B","SAME4"
"SAME","R2","DD","B","SAME4"
"ARCA","A","DD","C","ARCA3"
"ARCA","B","DD","C","ARCA3"
"ARCA","C","DD","C","ARCA3"
"ARCA","D","DD","C","ARCA3"
"ARCA","E","DD","C","ARCA4"
"ARCA","F","DD","C","ARCA4"
"ARCA","G","DD","C","ARCA4"
"ARCA","H","DD","C","ARCA6"
"ARCA","I","DD","C","ARCA6"
"ARCA","J","DD","C","ARCA7"
"ARCA","K","DD","C","ARCA4"
"ARCA","L","DD","C","ARCA4"
"ARCA","M","DD","C","ARCA4"
"ARCA","N","DD","C","ARCA6"
"ARCA","O","DD","C","ARCA6"
"ARCA","P","DD","C","ARCA7"
"ARCA","R","DD","C","ARCA6"
"ARCA","U","DD","C","ARCA4"
"ARCA","V","DD","C","ARCA4"
"ARCA","W","DD","C","ARCA4"
"ARCA","X","DD","C","ARCA6"
"ARCA","Y","DD","C","ARCA6"
"ARCA","Z","DD","C","ARCA7"
"ARCA","A1","DD","C","ARCA6"
"ARCA","B1","DD","C","ARCA6"
"ARCA","C1","DD","C","ARCA7"
"ARCA","D1","DD","C","ARCA7"
"ARCA","E1","DD","C","ARCA6"
"ARCA","F1","DD","C","ARCA6"
"ARCA","G1","DD","C","ARCA7"
"ARCA","H1","DD","C","ARCA7"
"ARCA","I1","DD","C","ARCA7"
"ARDO","A","DD","C","ARDO3"
"ARDO","B","DD","C","ARDO3"
"ARDO","C","DD","C","ARDO3"
"ARDO","D","DD","C","ARDO3"
"ARDO","E","DD","C","ARDO4"
"ARDO","F","DD","C","ARDO4"
"ARDO","G","DD","C","ARDO4"
"ARDO","H","DD","C","ARDO5"
"ARDO","I","DD","C","ARDO5"
"ARDO","J","DD","C","ARDO6"
"ARDO","K","DD","C","ARDO4"
"ARDO","L","DD","C","ARDO4"
"ARDO","M","DD","C","ARDO4"
"ARDO","N","DD","C","ARDO5"
"ARDO","O","DD","C","ARDO5"
"ARDO","P","DD","C","ARDO6"
"ARDO","Q","DD","C","ARDO5"
"ARDO","R","DD","C","ARDO5"
"ARDO","S","DD","C","ARDO6"
"ARDO","T","DD","C","ARDO6"
"ARDO","U","DD","C","ARDO4"
"ARDO","V","DD","C","ARDO4"
"ARDO","W","DD","C","ARDO4"
"ARDO","X","DD","C","ARDO5"
"ARDO","Y","DD","C","ARDO5"
"ARDO","Z","DD","C","ARDO6"
"ARDO","A1","DD","C","ARDO5"
"ARDO","B1","DD","C","ARDO5"
"ARDO","C1","DD","C","ARDO6"
"ARDO","D1","DD","C","ARDO6"
"ARDO","E1","DD","C","ARDO5"
"ARDO","F1","DD","C","ARDO5"
"ARDO","G1","DD","C","ARDO6"
"ENCA","A","DD","C","ENCA14"
"ENCA","B","DD","C","ENCA14"
"ENCA","C","DD","C","ENCA14"
"ENCA","D","DD","C","ENCA14"
"ENCA","E","DD","C","ENCA3"
"ENCA","F","DD","C","ENCA3"
"ENCA","G","DD","C","ENCA3"
"ENCA","H","DD","C","ENCA6"
"ENCA","I","DD","C","ENCA6"
"ENCA","J","DD","C","ENCA8"
"ENCA","K","DD","C","ENCA3"
"ENCA","L","DD","C","ENCA3"
"ENCA","M","DD","C","ENCA3"
"ENCA","N","DD","C","ENCA6"
"ENCA","O","DD","C","ENCA6"
"ENCA","P","DD","C","ENCA8"
"ENCA","Q","DD","C","ENCA6"
"ENCA","R","DD","C","ENCA6"
"ENCA","S","DD","C","ENCA8"
"ENCA","T","DD","C","ENCA8"
"ENCA","V","DD","C","ENCA3"
"ENCA","W","DD","C","ENCA3"
"ENCA","Y","DD","C","ENCA6"
"ENCA","Z","DD","C","ENCA8"
"ENCA","A1","DD","C","ENCA6"
"ENCA","B1","DD","C","ENCA6"
"ENCA","C1","DD","C","ENCA8"
"ENCA","D1","DD","C","ENCA8"
"ENCA","F1","DD","C","ENCA6"
"ENCA","G1","DD","C","ENCA8"
"ENCA","H1","DD","C","ENCA8"
"ENCA","I1","DD","C","ENCA8"
"ERFA","A","DD","C","ERFA12"
"ERFA","B","DD","C","ERFA12"
"ERFA","C","DD","C","ERFA12"
"ERFA","D","DD","C","ERFA12"
"ERFA","E","DD","C","ERFA12"
"ERFA","F","DD","C","ERFA13"
"ERFA","G","DD","C","ERFA13"
"ERFA","H","DD","C","ERFA13"
"ERFA","I","DD","C","ERFA13"
"ERFA","J","DD","C","ERFA2"
"ERFA","K","DD","C","ERFA2"
"ERFA","L","DD","C","ERFA2"
"ERFA","M","DD","C","ERFA3"
"ERFA","N","DD","C","ERFA3"
"ERFA","O","DD","C","ERFA6"
"ERFA","P","DD","C","ERFA13"
"ERFA","Q","DD","C","ERFA13"
"ERFA","R","DD","C","ERFA13"
"ERFA","S","DD","C","ERFA13"
"ERFA","T","DD","C","ERFA2"
"ERFA","U","DD","C","ERFA2"
"ERFA","V","DD","C","ERFA2"
"ERFA","W","DD","C","ERFA3"
"ERFA","X","DD","C","ERFA3"
"ERFA","Y","DD","C","ERFA6"
"ERFA","Z","DD","C","ERFA2"
"ERFA","A1","DD","C","ERFA2"
"ERFA","B1","DD","C","ERFA2"
"ERFA","C1","DD","C","ERFA3"
"ERFA","D1","DD","C","ERFA3"
"ERFA","E1","DD","C","ERFA6"
"ERFA","F1","DD","C","ERFA3"
"ERFA","G1","DD","C","ERFA3"
"ERFA","H1","DD","C","ERFA6"
"ERFA","I1","DD","C","ERFA6"
"ERFA","J1","DD","C","ERFA13"
"ERFA","K1","DD","C","ERFA13"
"ERFA","L1","DD","C","ERFA13"
"ERFA","M1","DD","C","ERFA13"
"ERFA","O1","DD","C","ERFA2"
"ERFA","Q1","DD","C","ERFA3"
"ERFA","S1","DD","C","ERFA6"
"ERFA","T1","DD","C","ERFA2"
"ERFA","U1","DD","C","ERFA2"
"ERFA","V1","DD","C","ERFA2"
"ERFA","W1","DD","C","ERFA3"
"ERFA","X1","DD","C","ERFA3"
"ERFA","Y1","DD","C","ERFA6"
"ERFA","Z1","DD","C","ERFA3"
"ERFA","B2","DD","C","ERFA6"
"ERFA","C2","DD","C","ERFA6"
"ERFA","D2","DD","C","ERFA2"
"ERFA","E2","DD","C","ERFA2"
"ERFA","F2","DD","C","ERFA2"
"ERFA","G2","DD","C","ERFA3"
"ERFA","H2","DD","C","ERFA3"
"ERFA","I2","DD","C","ERFA6"
"ERFA","J2","DD","C","ERFA3"
"ERFA","L2","DD","C","ERFA6"
"ERFA","M2","DD","C","ERFA6"
"ERFA","N2","DD","C","ERFA3"
"ERFA","P2","DD","C","ERFA6"
"ERFA","Q2","DD","C","ERFA6"
"ERFA","R2","DD","C","ERFA6"
"ERPA","A","DD","C","ERPA12"
"ERPA","B","DD","C","ERPA12"
"ERPA","C","DD","C","ERPA12"
"ERPA","D","DD","C","ERPA12"
"ERPA","E","DD","C","ERPA13"
"ERPA","F","DD","C","ERPA13"
"ERPA","G","DD","C","ERPA13"
"ERPA","H","DD","C","ERPA3"
"ERPA","I","DD","C","ERPA3"
"ERPA","J","DD","C","ERPA5"
"ERPA","K","DD","C","ERPA13"
"ERPA","L","DD","C","ERPA13"
"ERPA","M","DD","C","ERPA13"
"ERPA","N","DD","C","ERPA3"
"ERPA","O","DD","C","ERPA3"
"ERPA","P","DD","C","ERPA5"
"ERPA","Q","DD","C","ERPA3"
"ERPA","R","DD","C","ERPA3"
"ERPA","S","DD","C","ERPA5"
"ERPA","T","DD","C","ERPA5"
"ERPA","U","DD","C","ERPA13"
"ERPA","V","DD","C","ERPA13"
"ERPA","X","DD","C","ERPA3"
"ERPA","Y","DD","C","ERPA3"
"ERPA","Z","DD","C","ERPA5"
"ERPA","A1","DD","C","ERPA3"
"ERPA","B1","DD","C","ERPA3"
"ERPA","D1","DD","C","ERPA5"
"ERPA","E1","DD","C","ERPA3"
"ERPA","F1","DD","C","ERPA3"
"ERPA","G1","DD","C","ERPA5"
"ERPA","H1","DD","C","ERPA5"
"ERPA","I1","DD","C","ERPA5"
"ISME","A","DD","C","ISME3"
"ISME","B","DD","C","ISME3"
"ISME","C","DD","C","ISME3"
"ISME","D","DD","C","ISME3"
"ISME","E","DD","C","ISME3"
"ISME","G","DD","C","ISME4"
"ISME","I","DD","C","ISME4"
"ISME","J","DD","C","ISME5"
"ISME","L","DD","C","ISME5"
"ISME","M","DD","C","ISME6"
"ISME","N","DD","C","ISME6"
"ISME","O","DD","C","ISME7"
"ISME","P","DD","C","ISME4"
"ISME","Q","DD","C","ISME4"
"ISME","R","DD","C","ISME4"
"ISME","S","DD","C","ISME4"
"ISME","T","DD","C","ISME5"
"ISME","U","DD","C","ISME5"
"ISME","V","DD","C","ISME5"
"ISME","W","DD","C","ISME6"
"ISME","X","DD","C","ISME6"
"ISME","Y","DD","C","ISME7"
"ISME","Z","DD","C","ISME5"
"ISME","B1","DD","C","ISME5"
"ISME","C1","DD","C","ISME6"
"ISME","D1","DD","C","ISME6"
"ISME","E1","DD","C","ISME7"
"ISME","F1","DD","C","ISME6"
"ISME","G1","DD","C","ISME6"
"ISME","H1","DD","C","ISME7"
"ISME","I1","DD","C","ISME7"
"ISME","K1","DD","C","ISME4"
"ISME","L1","DD","C","ISME4"
"ISME","M1","DD","C","ISME4"
"ISME","N1","DD","C","ISME5"
"ISME","P1","DD","C","ISME5"
"ISME","Q1","DD","C","ISME6"
"ISME","R1","DD","C","ISME6"
"ISME","S1","DD","C","ISME7"
"ISME","T1","DD","C","ISME5"
"ISME","V1","DD","C","ISME5"
"ISME","W1","DD","C","ISME6"
"ISME","X1","DD","C","ISME6"
"ISME","Y1","DD","C","ISME7"
"ISME","Z1","DD","C","ISME6"
"ISME","A2","DD","C","ISME6"
"ISME","B2","DD","C","ISME7"
"ISME","C2","DD","C","ISME7"
"ISME","D2","DD","C","ISME5"
"ISME","E2","DD","C","ISME5"
"ISME","F2","DD","C","ISME5"
"ISME","G2","DD","C","ISME6"
"ISME","H2","DD","C","ISME6"
"ISME","I2","DD","C","ISME7"
"ISME","J2","DD","C","ISME6"
"ISME","K2","DD","C","ISME6"
"ISME","L2","DD","C","ISME7"
"ISME","M2","DD","C","ISME7"
"ISME","N2","DD","C","ISME6"
"ISME","O2","DD","C","ISME6"
"ISME","P2","DD","C","ISME7"
"ISME","Q2","DD","C","ISME7"
"ISME","R2","DD","C","ISME7"
"LUAL","A","DD","C","LUAL11"
"LUAL","B","DD","C","LUAL11"
"LUAL","C","DD","C","LUAL11"
"LUAL","D","DD","C","LUAL11"
"LUAL","E","DD","C","LUAL11"
"LUAL","F","DD","C","LUAL12"
"LUAL","G","DD","C","LUAL12"
"LUAL","H","DD","C","LUAL12"
"LUAL","I","DD","C","LUAL12"
"LUAL","J","DD","C","LUAL13"
"LUAL","K","DD","C","LUAL13"
"LUAL","L","DD","C","LUAL13"
"LUAL","M","DD","C","LUAL4"
"LUAL","N","DD","C","LUAL4"
"LUAL","O","DD","C","LUAL6"
"LUAL","P","DD","C","LUAL12"
"LUAL","Q","DD","C","LUAL12"
"LUAL","R","DD","C","LUAL12"
"LUAL","S","DD","C","LUAL12"
"LUAL","T","DD","C","LUAL13"
"LUAL","U","DD","C","LUAL13"
"LUAL","V","DD","C","LUAL13"
"LUAL","W","DD","C","LUAL4"
"LUAL","X","DD","C","LUAL4"
"LUAL","Y","DD","C","LUAL6"
"LUAL","Z","DD","C","LUAL13"
"LUAL","A1","DD","C","LUAL13"
"LUAL","B1","DD","C","LUAL13"
"LUAL","C1","DD","C","LUAL4"
"LUAL","D1","DD","C","LUAL4"
"LUAL","E1","DD","C","LUAL6"
"LUAL","F1","DD","C","LUAL4"
"LUAL","G1","DD","C","LUAL4"
"LUAL","H1","DD","C","LUAL6"
"LUAL","I1","DD","C","LUAL6"
"LUAL","J1","DD","C","LUAL12"
"LUAL","K1","DD","C","LUAL12"
"LUAL","L1","DD","C","LUAL12"
"LUAL","M1","DD","C","LUAL12"
"LUAL","N1","DD","C","LUAL13"
"LUAL","O1","DD","C","LUAL13"
"LUAL","P1","DD","C","LUAL13"
"LUAL","Q1","DD","C","LUAL4"
"LUAL","R1","DD","C","LUAL4"
"LUAL","S1","DD","C","LUAL6"
"LUAL","U1","DD","C","LUAL13"
"LUAL","V1","DD","C","LUAL13"
"LUAL","Y1","DD","C","LUAL6"
"LUAL","B2","DD","C","LUAL6"
"LUAL","D2","DD","C","LUAL13"
"LUAL","E2","DD","C","LUAL13"
"LUAL","F2","DD","C","LUAL13"
"LUAL","G2","DD","C","LUAL4"
"LUAL","H2","DD","C","LUAL4"
"LUAL","I2","DD","C","LUAL6"
"LUAL","J2","DD","C","LUAL4"
"LUAL","K2","DD","C","LUAL4"
"LUAL","L2","DD","C","LUAL6"
"LUAL","M2","DD","C","LUAL6"
"LUAL","N2","DD","C","LUAL4"
"LUAL","O2","DD","C","LUAL4"
"LUAL","P2","DD","C","LUAL6"
"LUAL","R2","DD","C","LUAL6"
"SAAP","A","DD","C","SAAP11"
"SAAP","B","DD","C","SAAP11"
"SAAP","C","DD","C","SAAP11"
"SAAP","D","DD","C","SAAP11"
"SAAP","E","DD","C","SAAP11"
"SAAP","F","DD","C","SAAP15"
"SAAP","H","DD","C","SAAP15"
"SAAP","I","DD","C","SAAP15"
"SAAP","K","DD","C","SAAP3"
"SAAP","L","DD","C","SAAP3"
"SAAP","O","DD","C","SAAP7"
"SAAP","P","DD","C","SAAP15"
"SAAP","Q","DD","C","SAAP15"
"SAAP","R","DD","C","SAAP15"
"SAAP","S","DD","C","SAAP15"
"SAAP","T","DD","C","SAAP3"
"SAAP","U","DD","C","SAAP3"
"SAAP","V","DD","C","SAAP3"
"SAAP","W","DD","C","SAAP5"
"SAAP","X","DD","C","SAAP5"
"SAAP","Y","DD","C","SAAP7"
"SAAP","Z","DD","C","SAAP3"
"SAAP","A1","DD","C","SAAP3"
"SAAP","B1","DD","C","SAAP3"
"SAAP","C1","DD","C","SAAP5"
"SAAP","E1","DD","C","SAAP7"
"SAAP","F1","DD","C","SAAP5"
"SAAP","G1","DD","C","SAAP5"
"SAAP","H1","DD","C","SAAP7"
"SAAP","I1","DD","C","SAAP7"
"SAAP","J1","DD","C","SAAP15"
"SAAP","K1","DD","C","SAAP15"
"SAAP","L1","DD","C","SAAP15"
"SAAP","M1","DD","C","SAAP15"
"SAAP","N1","DD","C","SAAP3"
"SAAP","O1","DD","C","SAAP3"
"SAAP","P1","DD","C","SAAP3"
"SAAP","Q1","DD","C","SAAP5"
"SAAP","R1","DD","C","SAAP5"
"SAAP","S1","DD","C","SAAP7"
"SAAP","T1","DD","C","SAAP3"
"SAAP","U1","DD","C","SAAP3"
"SAAP","V1","DD","C","SAAP3"
"SAAP","W1","DD","C","SAAP5"
"SAAP","Y1","DD","C","SAAP7"
"SAAP","Z1","DD","C","SAAP5"
"SAAP","A2","DD","C","SAAP5"
"SAAP","B2","DD","C","SAAP7"
"SAAP","C2","DD","C","SAAP7"
"SAAP","D2","DD","C","SAAP3"
"SAAP","E2","DD","C","SAAP3"
"SAAP","F2","DD","C","SAAP3"
"SAAP","G2","DD","C","SAAP5"
"SAAP","H2","DD","C","SAAP5"
"SAAP","I2","DD","C","SAAP7"
"SAAP","J2","DD","C","SAAP5"
"SAAP","K2","DD","C","SAAP5"
"SAAP","L2","DD","C","SAAP7"
"SAAP","M2","DD","C","SAAP7"
"SAAP","N2","DD","C","SAAP5"
"SAAP","O2","DD","C","SAAP5"
"SAAP","P2","DD","C","SAAP7"
"SAAP","Q2","DD","C","SAAP7"
"SAAP","R2","DD","C","SAAP7"
"SAME","A","DD","C","SAME12"
"SAME","B","DD","C","SAME12"
"SAME","C","DD","C","SAME12"
"SAME","D","DD","C","SAME12"
"SAME","E","DD","C","SAME12"
"SAME","F","DD","C","SAME14"
"SAME","G","DD","C","SAME14"
"SAME","H","DD","C","SAME14"
"SAME","I","DD","C","SAME14"
"SAME","J","DD","C","SAME3"
"SAME","K","DD","C","SAME3"
"SAME","M","DD","C","SAME4"
"SAME","N","DD","C","SAME4"
"SAME","O","DD","C","SAME5"
"SAME","P","DD","C","SAME14"
"SAME","Q","DD","C","SAME14"
"SAME","R","DD","C","SAME14"
"SAME","S","DD","C","SAME14"
"SAME","T","DD","C","SAME3"
"SAME","U","DD","C","SAME3"
"SAME","V","DD","C","SAME3"
"SAME","W","DD","C","SAME4"
"SAME","X","DD","C","SAME4"
"SAME","Y","DD","C","SAME5"
"SAME","Z","DD","C","SAME3"
"SAME","A1","DD","C","SAME3"
"SAME","B1","DD","C","SAME3"
"SAME","C1","DD","C","SAME4"
"SAME","D1","DD","C","SAME4"
"SAME","E1","DD","C","SAME5"
"SAME","F1","DD","C","SAME4"
"SAME","G1","DD","C","SAME4"
"SAME","H1","DD","C","SAME5"
"SAME","I1","DD","C","SAME5"
"SAME","J1","DD","C","SAME14"
"SAME","K1","DD","C","SAME14"
"SAME","L1","DD","C","SAME14"
"SAME","M1","DD","C","SAME14"
"SAME","N1","DD","C","SAME3"
"SAME","O1","DD","C","SAME3"
"SAME","Q1","DD","C","SAME4"
"SAME","S1","DD","C","SAME5"
"SAME","T1","DD","C","SAME3"
"SAME","U1","DD","C","SAME3"
"SAME","W1","DD","C","SAME4"
"SAME","X1","DD","C","SAME4"
"SAME","Y1","DD","C","SAME5"
"SAME","Z1","DD","C","SAME4"
"SAME","C2","DD","C","SAME5"
"SAME","D2","DD","C","SAME3"
"SAME","E2","DD","C","SAME3"
"SAME","F2","DD","C","SAME3"
"SAME","G2","DD","C","SAME4"
"SAME","H2","DD","C","SAME4"
"SAME","I2","DD","C","SAME5"
"SAME","J2","DD","C","SAME4"
"SAME","K2","DD","C","SAME4"
"SAME","L2","DD","C","SAME5"
"SAME","M2","DD","C","SAME5"
"SAME","N2","DD","C","SAME4"
"SAME","O2","DD","C","SAME4"
"SAME","P2","DD","C","SAME5"
"SAME","Q2","DD","C","SAME5"
"SAME","R2","DD","C","SAME5"
"ARCA","A","DD","D","ARCA4"
"ARCA","B","DD","D","ARCA6"
"ARCA","C","DD","D","ARCA7"
"ARCA","D","DD","D","ARCA9"
"ARCA","E","DD","D","ARCA6"
"ARCA","F","DD","D","ARCA7"
"ARCA","G","DD","D","ARCA9"
"ARCA","H","DD","D","ARCA7"
"ARCA","I","DD","D","ARCA9"
"ARCA","J","DD","D","ARCA9"
"ARCA","K","DD","D","ARCA6"
"ARCA","L","DD","D","ARCA7"
"ARCA","M","DD","D","ARCA9"
"ARCA","N","DD","D","ARCA7"
"ARCA","O","DD","D","ARCA9"
"ARCA","P","DD","D","ARCA9"
"ARCA","R","DD","D","ARCA9"
"ARCA","U","DD","D","ARCA6"
"ARCA","V","DD","D","ARCA7"
"ARCA","W","DD","D","ARCA9"
"ARCA","X","DD","D","ARCA7"
"ARCA","Y","DD","D","ARCA9"
"ARCA","Z","DD","D","ARCA9"
"ARCA","A1","DD","D","ARCA7"
"ARCA","B1","DD","D","ARCA9"
"ARCA","C1","DD","D","ARCA9"
"ARCA","D1","DD","D","ARCA9"
"ARCA","E1","DD","D","ARCA7"
"ARCA","F1","DD","D","ARCA9"
"ARCA","G1","DD","D","ARCA9"
"ARCA","H1","DD","D","ARCA9"
"ARCA","I1","DD","D","ARCA9"
"ARDO","A","DD","D","ARDO4"
"ARDO","B","DD","D","ARDO5"
"ARDO","C","DD","D","ARDO6"
"ARDO","D","DD","D","ARDO7"
"ARDO","E","DD","D","ARDO5"
"ARDO","F","DD","D","ARDO6"
"ARDO","G","DD","D","ARDO7"
"ARDO","H","DD","D","ARDO6"
"ARDO","I","DD","D","ARDO7"
"ARDO","J","DD","D","ARDO7"
"ARDO","K","DD","D","ARDO5"
"ARDO","L","DD","D","ARDO6"
"ARDO","M","DD","D","ARDO7"
"ARDO","N","DD","D","ARDO6"
"ARDO","O","DD","D","ARDO7"
"ARDO","P","DD","D","ARDO7"
"ARDO","Q","DD","D","ARDO6"
"ARDO","R","DD","D","ARDO7"
